alpha,pearson_r,poly_degree,r2,mae,rms_residual,ssim_vs_nn_baseline,psnr_db
0.1,0.227325148810583,5,0.0537213611480275,0.000712978211555876,0.00021774023552319536,0.6198589051113761,16.959446781656208
0.3,0.227325148810583,5,0.0537213611480275,0.000712978211555876,0.00021784635731277136,0.6185612894837668,16.92515165556183
0.5,0.227325148810583,5,0.0537213611480275,0.000712978211555876,0.00021832761082223173,0.6161030288036434,16.88943974177532
0.7,0.227325148810583,5,0.0537213611480275,0.000712978211555876,0.0002191815250526314,0.6125454033207942,16.852347942248482
1.0,0.227325148810583,5,0.0537213611480275,0.000712978211555876,0.00022115117738837504,0.6053261236819578,16.79420530115928
